bug	bug	3425180578	0.938749543238
enhancement	others	3282519561	0.56478993026
enhancement	others	2877308143	0.602413620063
others	others	6862833562	0.400248645977
enhancement	others	4879218482	0.745272202581
enhancement	enhancement	3284069020	0.519370324391
enhancement	enhancement	3544094266	0.617969552328
others	others	3942013012	0.588243424753
others	others	2836180275	0.428853342877
bug	enhancement	3081231334	0.893714742324
others	others	2877488988	0.491296130282
bug	enhancement	2714497024	0.576421771748
bug	enhancement	5063606901	0.563522236356
others	bug, enhancement	3541979780	0.676838440488
others	bug	2875194589	0.898967659249
bug	enhancement	2877725773	0.523364232675
bug	bug	3284540659	0.875854688501
bug	bug	4301168849	0.495614347474
others	bug	3804842755	0.84926911317
enhancement	enhancement	2714846388	0.612769112387
enhancement	others	4880115965	0.411216386661
others	bug	5922267240	0.904685328274
bug	bug	5060748843	0.596885005915
enhancement	enhancement	3285325228	0.72700030718
others	enhancement	4740966963	0.598185136674
others	others	4603046994	0.871166987377
others	bug	2876278836	0.627517553881
others	bug	3133731646	0.540997655919
bug	enhancement	4744118761	0.619421719316
others	others	3135990593	0.53102158095
enhancement	enhancement	2621245465	0.525032037109
enhancement	others	3423233011	0.462304313744
others	bug, enhancement	3803455392	0.84506826486
bug	bug	6164564386	0.757873153323
others	others	4300252567	0.675279165511
enhancement	enhancement	2989418632	0.710431497826
bug	others	3285618436	0.535590478102
bug	bug	3806490945	0.564100677946
others	bug	2574467073	0.840433668076
others	others	4303414881	0.48230589942
others	others	5059760666	0.568138360725
bug	bug	2836159583	0.687401391108
others	enhancement	2573930515	0.495003085591
others	bug	2574645803	0.841280611609
enhancement	enhancement	4214654570	0.572984346943
enhancement	others	4213022734	0.446253895125
enhancement	enhancement	3689611189	0.520881173299
others	bug	6515800579	0.676379881828
bug	bug	3942339116	0.808240459836
others	enhancement	3422920819	0.509864189452
bug	bug	2715751137	0.852177971976
bug	bug, enhancement	4304969801	0.985902434493
enhancement	enhancement	3081128387	0.588000355959
others	others	3687824618	0.475509178485
enhancement	bug	2716725308	0.441656315874
bug	bug	3426447348	0.839740626899
enhancement	enhancement	4301352811	0.628790210059
bug	bug	3688379554	0.770674329954
others	others	2876419417	0.585968528079
others	bug	6515798530	0.779038091608
bug	bug	6626254658	0.771511451026
bug	enhancement	3942025273	0.867499308049
enhancement	enhancement	3283449968	0.642529099097
enhancement	enhancement	2835232476	0.637431789975
others	enhancement	4604631953	0.510048185402
others	bug	3942050591	0.552859872636
others	enhancement	4876492811	0.614666947483
others	others	2716996417	0.988797000249
enhancement	enhancement	4600090527	0.522227968148
others	enhancement	4741735404	0.695273367809
enhancement	bug	4601660855	0.564860047752
others	others	4875421879	0.754368265367
others	enhancement	6741864056	0.599195028697
others	enhancement	4743492701	0.570122807971
enhancement	enhancement	3285975962	0.668192286851
others	bug	6745155978	0.659072900008
others	bug	4211527445	0.482851529067
others	others	2575430051	0.867623421535
bug	bug	3424558839	0.765388188722
others	bug	6742771216	0.565174615382
bug	bug	3543399365	0.974468264083
bug	bug	3342015345	0.985273300748
bug	bug	2619423477	0.441063919579
others	enhancement	3285876116	0.48014597487
others	others	2716893365	0.98731373208
others	others	2988112510	0.418738352516
others	others	4877049273	0.479341771801
others	others	4303415596	0.540884835683
others	bug	2575316211	0.533949355904
enhancement	enhancement	3945501749	0.539701053371
bug	others	6161814211	0.966962701441
others	others	4600681369	0.533708057025
bug	bug	3544613759	0.461466399445
others	bug	4874122729	0.863741564181
others	others	6741872634	0.760435740661
bug	bug	2619876771	0.968746813021
others	others	6742342884	0.821529498231
others	bug	3545417621	0.999515529792
enhancement	enhancement	4741729019	0.524703319202
bug	bug	2573297355	0.88340487063
others	enhancement	4302529275	0.583042263717
enhancement	enhancement	3545432519	0.610136852131
others	bug	3285390092	0.744288089632
others	enhancement	3543120107	0.507156190058
others	bug	2875602365	0.940321695194
enhancement	others	2835816111	0.464849273684
enhancement	enhancement	4478239915	0.923755873228
others	bug, enhancement	5062446807	0.62299117268
others	enhancement	2834760505	0.692307744072
others	enhancement	3945037494	0.583790007914
others	enhancement	3805145036	0.529524301624
enhancement	enhancement	4740237682	0.755777241048
others	bug	2987054242	0.744159943832
bug	bug	6164459088	0.566046187831
others	bug	3940633234	0.96804898406
enhancement	enhancement	4738824995	0.435107704985
others	enhancement	3135435740	0.568151305833
bug	bug	4050544227	0.714728325271
others	others	3944287737	0.668148480385
others	others	4875128266	0.502813176539
enhancement	enhancement	6742232673	0.84425882712
enhancement	enhancement	3284802830	0.702942563601
bug	bug	5390021566	0.816701891976
others	bug	2572738522	0.700872707111
bug	bug	2835140196	0.373618564541
bug	bug	2575112508	0.528836261553
enhancement	enhancement	3424327246	0.556485488961
bug	bug	4742256516	0.993950130343
others	others	4209145917	0.428853342877
others	enhancement	5060615309	0.613813455315
enhancement	enhancement	4303641955	0.45863933404
bug	bug	2876662897	0.379856281086
bug	bug	4880008819	0.794973858969
others	bug	4300372743	0.992593352665
enhancement	enhancement	3282647073	0.450026011599
others	bug	3687456042	0.999390590244
enhancement	enhancement	2987636130	0.391178252465
others	enhancement	2715755060	0.534452506703
others	others	6743879745	0.563774752234
bug	bug, enhancement	5061493885	0.774666579211
